team__displayName,team__abbrName,team__logoId,team__logo,player__position,player__rosterId,player__fullName,player__yearsPro,player__injuryLength,player__portraitId,player__jerseyNum,gamesPlayed,fantasy_points,rushTotalAtt,rushTotalBrokenTackles,rushTotalFum,rushTotalLongest,rushTotalTDs,rushTotal20PlusYds,rushTotalYdsAfterContact,rushTotalYds,rushAvgYdsAfterContact,rushAvgYdsPerAtt,rushAvgYdsPerGame
Cowboys,DAL,10,,WR,553386326,William Corona,0,0,3977,83,3,-2.00,0,2,1,0,0,0,0,0,0.00,0.00,0.00
Cowboys,DAL,10,,HB,553386217,Jaydon Blue,1,0,10493,23,9,20.30,19,8,0,41,2,1,48,130,5.33,6.84,7.19
Cowboys,DAL,10,,HB,553387638,Phil Mafah,1,0,10642,37,3,0.00,1,2,0,0,0,0,0,0,0.00,0.00,0.00
Cowboys,DAL,10,,QB,553387181,Hendon Hooker,3,0,2581,12,2,1.50,4,0,0,7,0,0,1,15,0.50,3.75,2.88
Cowboys,DAL,10,,FB,553387623,Hunter Luepke,3,0,2291,40,10,16.20,12,2,0,16,0,0,19,41,1.90,3.42,2.65
Cowboys,DAL,10,,WR,553387815,Jonathan Mingo,3,0,2314,81,2,25.60,1,1,0,3,0,0,0,3,0.00,3.00,0.10
Cowboys,DAL,10,,TE,553388340,Luke Schoonmaker,3,0,2384,86,1,2.40,0,1,0,0,0,0,0,0,0.00,0.00,0.00
Cowboys,DAL,10,,TE,553386794,Jake Ferguson,4,0,1577,87,2,14.00,0,2,0,0,0,0,0,0,0.00,0.00,0.00
Cowboys,DAL,10,,WR,553387519,CeeDee Lamb,6,0,418,88,4,42.90,0,4,0,0,0,0,0,0,0.00,0.00,0.00
Cowboys,DAL,10,,HB,553386652,J.K. Dobbins,6,0,257,31,11,35.80,31,5,0,16,1,0,47,178,4.27,5.74,13.69
Cowboys,DAL,10,,QB,553388133,Dak Prescott,10,0,8179,4,13,28.60,34,4,4,10,5,0,27,66,2.08,1.94,4.71
Dolphins,MIA,11,,WR,553386987,Cortez Carradine,0,0,3809,89,6,-2.00,0,5,1,0,0,0,0,0,0.00,0.00,0.00
Dolphins,MIA,11,,TE,553388865,Shaydon Shields,0,0,4222,83,3,53.30,0,4,0,0,0,0,0,0,0.00,0.00,0.00
Dolphins,MIA,11,,HB,553386943,Ollie Gordon II,1,0,10563,31,2,0.60,2,0,0,3,0,0,2,6,1.00,3.00,2.00
Dolphins,MIA,11,,HB,553388987,Jaylen Wright,2,0,10306,5,4,18.50,9,1,0,13,0,0,12,38,3.00,4.22,2.53
Dolphins,MIA,11,,HB,553385991,De'Von Achane,3,0,676,28,15,102.70,210,37,2,69,8,5,213,896,14.20,4.27,59.73
Dolphins,MIA,11,,WR,553388262,Wan'Dale Robinson,4,0,1924,85,1,10.20,0,0,2,0,0,0,0,0,0.00,0.00,0.00
Dolphins,MIA,11,,HB,553388886,Javonte Williams,5,0,1118,36,13,78.30,105,16,1,71,7,2,123,515,9.46,4.90,32.19
Dolphins,MIA,11,,WR,553388756,Jaylen Waddle,5,0,1374,17,1,18.90,0,2,0,0,0,0,0,0,0.00,0.00,0.00
Dolphins,MIA,11,,WR,553386151,Rashod Bateman,5,0,1236,7,5,58.40,2,3,1,29,0,1,4,31,0.80,15.50,2.07
Dolphins,MIA,11,,WR,553388840,Nick Westbrook-Ikhine,6,0,1539,87,2,9.10,1,1,1,6,0,0,0,6,0.00,6.00,1.20
Dolphins,MIA,11,,QB,553388565,Tua Tagovailoa,6,0,600,1,8,4.00,9,0,2,7,1,0,0,20,0.00,2.22,1.33
Dolphins,MIA,11,,FB,553387238,Alec Ingold,7,0,9514,30,5,9.90,9,0,0,19,1,0,8,39,1.60,4.33,2.60
Dolphins,MIA,11,,TE,553388468,Durham Smythe,8,0,9064,80,2,20.70,0,3,0,0,0,0,0,0,0.00,0.00,0.00
Eagles,PHI,12,,WR,553386948,Dwight Byron,0,0,4184,29,1,0.00,0,1,0,0,0,0,0,0,0.00,0.00,0.00
Eagles,PHI,12,,WR,553388363,Dylan McPherson,0,0,3404,10,2,14.30,0,2,0,0,0,0,0,0,0.00,0.00,0.00
Eagles,PHI,12,,HB,553388571,Sherrod Kitchens,0,0,3937,36,7,12.60,30,4,1,10,0,0,23,75,3.29,2.50,5.77
Eagles,PHI,12,,TE,553386798,Thomas Fidone II,0,0,10553,84,1,3.40,0,1,0,0,0,0,0,0,0.00,0.00,0.00
Eagles,PHI,12,,WR,553388923,Johnny Wilson,2,0,10301,89,1,7.50,0,0,1,0,0,0,0,0,0.00,0.00,0.00
Eagles,PHI,12,,HB,553386823,Jerome Ford,4,0,1604,34,1,0.00,1,0,0,3,0,0,1,3,1.00,3.00,1.00
Eagles,PHI,12,,TE,553387419,Brevin Jordan,5,0,1379,9,2,4.50,0,2,0,0,0,0,0,0,0.00,0.00,0.00
Eagles,PHI,12,,WR,553388435,DeVonta Smith,5,0,1369,6,4,47.10,2,2,0,8,0,0,0,6,0.00,3.00,0.40
Eagles,PHI,12,,QB,553387229,Jalen Hurts,6,0,704,1,13,12.90,36,3,2,16,0,0,9,169,0.69,4.69,11.27
Eagles,PHI,12,,WR,553386305,A.J. Brown,7,0,9397,11,8,71.80,3,5,1,9,0,0,0,12,0.00,4.00,0.80
Eagles,PHI,12,,HB,553386125,Saquon Barkley,8,3,8813,26,14,82.40,222,39,1,80,13,10,370,1415,26.43,6.37,101.07
Falcons,ATL,13,,TE,553388488,Julian Gomes,0,0,4066,87,2,2.30,2,0,0,5,0,0,3,4,1.50,2.00,0.29
Falcons,ATL,13,,QB,553388068,Michael Penix Jr,2,0,10207,9,8,7.90,15,0,0,6,1,0,0,19,0.00,1.27,1.36
Falcons,ATL,13,,HB,553388243,Bijan Robinson,3,0,2613,7,15,143.30,220,63,2,73,19,4,402,1129,26.80,5.13,78.48
Falcons,ATL,13,,WR,553387601,Drake London,4,0,1813,5,4,41.90,1,3,1,8,1,0,0,8,0.00,8.00,0.57
Falcons,ATL,13,,HB,553386039,Tyler Allgeier,4,0,1132,25,15,35.70,47,9,0,28,3,1,69,179,4.60,3.81,12.06
Falcons,ATL,13,,TE,553388113,Kyle Pitts,5,0,1375,8,6,94.90,0,7,0,0,0,0,0,0,0.00,0.00,0.00
Falcons,ATL,13,,WR,553387838,Darnell Mooney,6,0,469,1,3,49.30,0,3,2,0,0,0,0,0,0.00,0.00,0.00
Falcons,ATL,13,,WR,553387163,KhaDarel Hodge,8,0,130,4,4,8.60,0,3,1,0,0,0,0,0,0.00,0.00,0.00
Giants,NYG,15,,HB,553388407,Cam Skattebo,1,0,10732,44,12,98.10,92,17,1,51,5,3,127,500,10.58,5.43,33.33
Giants,NYG,15,,QB,553386569,Jaxson Dart,1,0,10533,6,14,24.90,49,0,3,29,2,3,10,189,0.71,3.86,12.60
Giants,NYG,15,,WR,553387906,Malik Nabers,2,0,10192,1,2,31.00,0,2,0,0,0,0,0,0,0.00,0.00,0.00
Giants,NYG,15,,TE,553387360,Theo Johnson,2,0,10130,84,4,32.70,0,4,1,0,0,0,0,0,0.00,0.00,0.00
Giants,NYG,15,,HB,553388673,Tyrone Tracy Jr,2,0,10268,29,5,0.00,0,5,0,0,0,0,0,0,0.00,0.00,0.00
Giants,NYG,15,,HB,553386903,Jahmyr Gibbs,3,0,2564,3,11,92.40,157,20,2,54,8,15,232,1002,21.09,6.38,66.80
Giants,NYG,15,,WR,553387232,Jalin Hyatt,3,0,2219,13,6,61.40,3,4,1,7,0,0,0,13,0.00,4.33,0.87
Giants,NYG,15,,TE,553386808,John FitzPatrick,4,0,2713,82,1,0.50,1,0,0,5,0,0,1,5,1.00,5.00,0.33
Giants,NYG,15,,HB,553388886,Javonte Williams,5,0,1118,36,5,26.70,57,8,1,20,3,1,65,285,13.00,5.00,35.63
Giants,NYG,15,,WR,553388418,Darius Slayton,7,0,9631,18,4,43.70,1,5,0,0,0,0,1,-2,0.25,-2.00,-0.13
Giants,NYG,15,,HB,553388404,Devin Singletary,7,0,9629,26,1,0.00,0,1,0,0,0,0,0,0,0.00,0.00,0.00
Jaguars,JAX,16,,WR,553389127,Eric Haines,0,0,4089,88,2,0.00,0,3,0,0,0,0,0,0,0.00,0.00,0.00
Jaguars,JAX,16,,HB,553388714,Bhayshul Tuten,1,0,10762,33,15,72.40,192,32,1,72,9,7,338,1011,22.53,5.27,67.40
Jaguars,JAX,16,,HB,553386037,LeQuint Allen,1,0,10476,36,1,7.80,5,1,0,8,1,0,1,18,1.00,3.60,6.00
